,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion
7000,99960029674864641,307083824,y,self-disclosure,other,n,victim,sadness
7001,99908758217555968,25538139,n,,,,,
7002,100046243719413760,153288632,n,,,,,
7003,99971247290597376,247922593,n,,,,,
7004,99971760207822848,49879367,y,accusation,other,n,accuser,none
7005,99903742165528577,38788222,n,,,,,
7006,99955397649104896,205669041,n,,,,,
7007,99998343794667520,187659798,n,,,,,
7008,99901066287644672,333870554,n,,,,,
7009,100037178100424704,111961530,n,,,,,
7010,99780521843884032,174181564,n,,,,,
7011,100019761571823617,58374853,n,,,,,
7012,99721561833091073,100846853,n,,,,,
7013,99808271073947648,236569435,n,,,,,
7014,100009391780134912,53968680,n,,,,,
7015,99945434499383296,115083988,n,,,,,
7016,99845945679822848,38054820,n,,,,,
7017,99934372005822465,296572703,n,,,,,
7018,100066370154270720,53100450,n,,,,,
7019,100051527091232768,130554481,n,,,,,
7020,99902465239031809,105039208,y,accusation,other,y,accuser,none
7021,99872144401514496,325031244,n,,,,,
7022,99960634610946048,30314879,n,,,,,
7023,99925139713568768,174036679,y,report,other,y,reporter,none
7024,99989413722984450,36587030,n,,,,,
7025,100015714143977472,82653749,n,,,,,
7026,99750161391169536,29535508,n,,,,,
7027,100028101618180097,330553142,n,,,,,
7028,99898217445076993,95996162,n,,,,,
7029,99885629202108417,14352112,n,,,,,
7030,99904608029253632,345503738,y,report,other,n,reporter,anger
7031,100019636854210560,298605348,n,,,,,
7032,99751296562757632,213603228,n,,,,,
7033,100015532929069056,219344665,n,,,,,
7034,99846797094162434,254514482,n,,,,,
7035,99848605086650368,223537172,n,,,,,
7036,99851140837023744,299884620,n,,,,,
7037,99870266200559616,226734413,n,,,,,
7038,100053952262979584,42077605,n,,,,,
7039,99961994987315200,325901095,n,,,,,
7040,99867962743324673,289063545,n,,,,,
7041,99934988639805440,102281171,n,,,,,
7042,99745707417808896,51472754,y,self-disclosure,other,n,defender,anger
7043,100042081044664320,74177691,n,,,,,
7044,99829058560462848,158486618,n,,,,,
7045,100042585925627904,115757888,n,,,,,
7046,100025711590522880,213003970,y,denial,other,y,bully,none
