,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion
5600,100022790572351488,178129203,y,self-disclosure,other,n,victim,none
5601,99992360225742850,146833137,n,,,,,
5602,99967726398877696,216927492,y,self-disclosure,other,y,victim,none
5603,99989782087729153,349117288,y,self-disclosure,other,n,victim,none
5604,99907588002562049,324933310,n,,,,,
5605,100009302667956224,253487290,n,,,,,
5606,99839755226845184,285279602,n,,,,,
5607,100061010651652096,59887849,y,self-disclosure,other,n,defender,none
5608,99850449275990016,56266520,n,,,,,
5609,99890347987054594,104168759,n,,,,,
5610,99860531753652224,229495717,n,,,,,
5611,99747773766828033,216768797,n,,,,,
5612,99768980679561216,311941271,n,,,,,
5613,99967731465601025,267021306,n,,,,,
5614,100052148162801664,316747469,n,,,,,
5615,99726635544227840,318077983,n,,,,,
5616,99909627566768128,46485129,n,,,,,
5617,99963428134850560,166783077,n,,,,,
5618,99991448119816192,213697817,n,,,,,
5619,99889471180378112,45358883,n,,,,,
5620,99885629202108417,14352112,n,,,,,
5621,99715091255148544,337778471,y,self-disclosure,other,n,victim,none
5622,99930059594407937,87924524,n,,,,,
5623,99847123515879424,15639323,n,,,,,
5624,99929669037604864,325298975,n,,,,,
5625,99826089479778304,55549769,n,,,,,
5626,99756784843096064,75508747,n,,,,,
5627,100009878499758080,167505460,n,,,,,
5628,99943650288611329,266222743,y,accusation,other,y,accuser,none
5629,99958445247176704,321486596,n,,,,,
5630,99735173398134784,94912172,n,,,,,
5631,99929001203744768,141029292,n,,,,,
5632,99989319623770113,159709341,n,,,,,
5633,99871762564648960,154124895,n,,,,,
5634,100013707983208448,230638337,n,,,,,
5635,100050740822806529,16531571,n,,,,,
5636,99845899739598849,81990846,y,self-disclosure,other,n,bully,none
5637,100047466547785729,46240238,n,,,,,
5638,99758670728003584,182701909,y,denial,other,n,bully,none
5639,99864988759498752,277782504,n,,,,,
5640,99917151829360640,108974349,n,,,,,
5641,100018987680792576,57469978,y,self-disclosure,other,n,victim,none
5642,99916859926786048,321431511,n,,,,,
5643,99973560159834113,324007738,n,,,,,
5644,99974044098637825,242123075,n,,,,,
5645,100063417330708480,40340133,n,,,,,
5646,99844472602501120,174663930,n,,,,,
5647,100029005356466177,217877704,n,,,,,
5648,99867694844739584,288258162,n,,,,,
5649,99955273069899776,215791746,n,,,,,
5650,99970461689057280,108335125,n,,,,,
5651,99984458261864449,253909367,n,,,,,
5652,100011141115293696,337233353,y,report,other,n,reporter,none
5653,100023411107049472,335971997,n,,,,,
5654,99990835067760640,62957982,y,self-disclosure,other,n,victim,none
5655,99789099002626048,261362433,n,,,,,
5656,99901167643009024,333870554,n,,,,,
5657,100053381648879617,325996654,n,,,,,
5658,99778005425061889,70254139,y,cyberbullying,other,y,bully,none
5659,99991425671892992,176251202,n,,,,,
5660,100049629294497792,334493718,y,report,other,n,reporter,none
5661,100018327069528064,65552796,y,report,other,n,reporter,anger
5662,99867369186410496,45355410,n,,,,,
5663,100001132465762304,88951160,n,,,,,
5664,100052148162801664,316747469,n,,,,,
5665,100010953638289408,248516148,y,self-disclosure,other,y,bully,none
5666,99750219851382784,49679075,n,,,,,
5667,99777216883343360,37351457,n,,,,,
5668,99914570499493889,30305355,n,,,,,
5669,100059048933724160,288978113,n,,,,,
5670,99760378795397120,86194109,y,self-disclosure,other,n,victim,none
5671,99793654092279808,28708693,y,report,other,n,reporter,none
5672,99874324722360320,311504448,n,,,,,
5673,99733706549366784,213974113,n,,,,,
5674,99797531990564864,21673470,y,self-disclosure,other,n,victim,none
5675,99927455833399296,22168234,y,self-disclosure,other,n,victim,none
5676,99917460785991680,196258059,n,,,,,
5677,99972515350327297,346457190,y,report,other,n,reporter,none
5678,100010378645352448,294123725,y,report,other,n,reporter,none
5679,99730595873165312,34854797,n,,,,,
5680,99988809743216640,345207598,n,,,,,
5681,100039540072394752,35877580,y,self-disclosure,other,n,victim,anger
5682,99824488333582337,16365038,n,,,,,
5683,99780839856013313,338254719,n,,,,,
5684,99961598575251457,275465151,n,,,,,
5685,99850120274776064,70637562,y,report,other,y,reporter,none
5686,99984567498317824,200694024,n,,,,,
5687,100037743102537728,94480323,n,,,,,
5688,99827570387845120,58853296,n,,,,,
5689,99843722002432000,93125014,y,report,other,n,reporter,none
5690,99955780534538240,26181327,y,report,other,n,reporter,none
5691,99979430713229312,330562292,n,,,,,
5692,99981041984487424,179553233,y,self-disclosure,other,n,victim,none
5693,100040145750859776,218687288,n,,,,,
5694,100030766758637568,204855740,n,,,,,
5695,99760311367761921,313321117,n,,,,,
5696,99942328231403521,109544653,n,,,,,
5697,99926351414444032,76845162,n,,,,,
5698,99934834083901442,22054767,n,,,,,
5699,99975968659226625,292444964,y,self-disclosure,other,n,victim,none
5700,99751570224320512,285771604,n,,,,,
5701,99826569878585345,313148881,n,,,,,
5702,99952441881137152,62617426,y,self-disclosure,other,n,victim,none
5703,100063553377148928,36546878,n,,,,,
5704,99869131230294016,105350145,n,,,,,
5705,99912042818973696,54001373,n,,,,,
5706,99929242766278656,186554901,n,,,,,
5707,99985115878395904,104561506,n,,,,,
5708,99972291756171264,107155160,n,,,,,
5709,99800669275426816,17911955,n,,,,,
5710,100030051168428034,64020760,n,,,,,
5711,99961070550126592,321486596,n,,,,,
5712,99779366812254208,24137705,n,,,,,
5713,99782927071723520,345412200,n,,,,,
5714,99838947991093248,81343177,n,,,,,
5715,99841331060412416,38599157,y,self-disclosure,other,n,victim,embarrassment
5716,99808062969356288,176523311,y,self-disclosure,other,n,victim,sadness
5717,99912366682161153,147067172,y,self-disclosure,other,y,bully,none
5718,99946426435506176,258456586,y,self-disclosure,other,n,bully,none
5719,99813746112872448,236478502,n,,,,,
5720,100044804137828352,22570918,y,report,other,n,reporter,none
5721,99872567472566273,148830664,y,cyberbullying,other,y,bully,none
5722,99919348164083712,322864648,n,,,,,
5723,99753336630288384,349539262,n,,,,,
5724,99743900431958016,322379654,n,,,,,
5725,99923030951731200,233745789,y,self-disclosure,other,n,bully,none
5726,100023912875827201,248650996,n,,,,,
5727,100017708820733953,239010513,n,,,,,
5728,99979928526790656,104800573,y,report,other,y,reporter,none
5729,99946648578428928,227381880,y,report,other,n,reporter,none
5730,99931610782248960,24036135,n,,,,,
5731,100048456961363969,89030268,n,,,,,
5732,99845842978078721,317900087,y,report,other,n,reporter,none
5733,99758747009814528,60475003,n,,,,,
5734,99996167294824449,63245831,y,report,other,n,reporter,none
5735,100038067930406913,292425981,n,,,,,
5736,99893395685769216,16405880,n,,,,,
5737,99997844072697856,65749506,n,,,,,
5738,99985895226216448,211565266,n,,,,,
5739,99730209883959298,98693950,y,accusation,other,y,accuser,none
5740,99998135983685632,335594562,n,,,,,
5741,99733755371077633,231305187,y,report,other,n,reporter,none
5742,100042887806464001,235363607,n,,,,,
5743,99868935654080512,40562603,y,report,other,n,reporter,none
5744,99907251485159424,188396121,n,,,,,
5745,99866155690369024,107986316,y,report,other,n,reporter,none
5746,99949840527667200,208729894,n,,,,,
5747,99848911337955328,196189063,y,accusation,other,n,accuser,none
5748,99718473428643840,42011653,n,,,,,
5749,100021771700404225,128320387,n,,,,,
5750,100047905024516097,40194329,n,,,,,
5751,99963636331716608,179469120,y,accusation,cyberbullying,n,accuser,none
5752,99780202674135040,348917621,y,self-disclosure,other,n,victim,none
5753,99864510659166209,53306574,n,,,,,
5754,99756208008863744,116113069,y,report,other,n,reporter,none
5755,99771953895845888,330233075,y,report,other,n,reporter,none
5756,99739153708761088,228910974,y,accusation,other,n,accuser,none
5757,100064751014518784,120511583,n,,,,,
5758,100003831294853120,38496909,n,,,,,
5759,99789244159102977,281169198,y,self-disclosure,other,n,victim,none
5760,100022278045171712,16537302,y,report,other,n,reporter,none
5761,99763358663852032,55564546,y,self-disclosure,cyberbullying,n,victim,anger
5762,99948505984008192,338013787,n,,,,,
5763,100042136497557504,153510991,n,,,,,
5764,100015526742466560,28271669,y,report,other,y,reporter,none
5765,100024103485980672,348061436,y,self-disclosure,cyberbullying,n,defender,empathy
5766,99875476063010816,348592057,n,,,,,
5767,100017577635483648,103488199,n,,,,,
5768,99901219132280833,333870554,n,,,,,
5769,99986538565337089,186516329,n,,,,,
5770,99964236960247808,248144311,y,accusation,other,n,accuser,none
5771,100024834607693825,131710849,n,,,,,
5772,100011720566771713,279753471,n,,,,,
5773,100008549823946752,274719272,n,,,,,
5774,99963312011350017,23712171,n,,,,,
5775,100003906494541824,211324202,y,accusation,other,n,accuser,sadness
5776,99959050883702784,318802277,n,,,,,
5777,99899864657297408,222873250,n,,,,,
5778,99758423574458369,141865467,n,,,,,
5779,99925287143346176,275150187,n,,,,,
5780,100023301535051776,81446388,n,,,,,
5781,99964246363881473,149288659,n,,,,,
5782,100014968900026368,80403853,n,,,,,
5783,100019418586812417,18824805,y,self-disclosure,verbal,n,victim,none
5784,99982642006605824,341812291,y,report,other,n,reporter,none
5785,99920026542424064,337269171,y,report,other,n,reporter,none
5786,99866939123437569,117791510,y,report,other,n,reporter,none
5787,100053770137903104,59847238,n,,,,,
5788,99956083157766144,293561685,n,,,,,
5789,99862691048456193,73262040,n,,,,,
5790,99875663514832896,158281989,n,,,,,
5791,99740870219272193,64650970,y,report,other,n,reporter,none
5792,99948205013348352,66532051,n,,,,,
5793,99779921773215744,162332798,n,,,,,
5794,99892730032963584,235261160,n,,,,,
5795,100061805715533824,311181572,n,,,,,
5796,99724700275580928,73493242,n,,,,,
5797,99957187543179264,109713781,n,,,,,
5798,99930559714824192,162773951,y,report,cyberbullying,n,reporter,sadness
5799,99885629202108417,14352112,y,report,other,n,reporter,none
5800,99833033900830722,316078427,y,self-disclosure,other,n,defender,none
5801,99971763500363776,124143894,n,,,,,
5802,100041745852678144,48871798,n,,,,,
5803,100065378625003520,215367724,n,,,,,
5804,99905293617602560,297549452,y,report,other,n,reporter,none
5805,99850671074979840,64130933,n,,,,,
5806,100014915913400321,277101020,y,self-disclosure,other,y,bully,none
5807,99962727400882176,345358213,y,report,other,n,reporter,none
5808,100018833313628162,75545247,y,self-disclosure,other,n,victim,none
5809,99936732207775744,188113880,n,,,,,
5810,100061310196252672,55112438,n,,,,,
5811,99860460177850368,67364116,n,,,,,
5812,99846603862585344,217080837,y,report,other,n,reporter,none
5813,100022053947703296,256374852,n,,,,,
