,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion
4900,102862493747130368,185533403,n,,,,,
4901,105818052007968768,152708664,y,report,physical,n,reporter,none
4902,108582153155133443,332471236,n,,,,,
4903,108421424175259648,311013504,y,self-disclosure,other,n,victim,none
4904,100373031788085249,205196651,y,accusation,other,n,accuser,none
4905,101565891187191809,219227311,n,,,,,
4906,101699459578208257,317490850,n,,,,,
4907,106196079908892672,192615461,y,self-disclosure,verbal,n,bully,none
4908,107294701257883648,293119285,y,self-disclosure,other,n,victim,none
4909,107671945734135808,192684246,y,self-disclosure,other,y,victim,none
4910,101485243395080193,179672938,y,report,other,n,reporter,none
4911,101824362608467968,345725359,n,,,,,
4912,104773437087690752,183346337,n,,,,,
4913,104977105896484864,222691215,n,,,,,
4914,105914581460852737,146833137,n,,,,,
4915,108344838356860929,113210057,y,report,other,n,reporter,none
4916,101883016120504320,26352276,y,accusation,other,n,accuser,none
4917,106433634931720192,159193601,n,,,,,
4918,100698278592643072,62502140,n,,,,,
4919,102493909141291008,28018653,y,report,other,n,reporter,none
4920,105349618367332353,60769053,n,,,,,
4921,107350111209791488,71191219,n,,,,,
4922,108365156278472704,83158045,n,,,,,
4923,100636412004663296,14661560,n,,,,,
4924,104286899438497793,31018854,n,,,,,
4925,104960788032262144,85419097,n,,,,,
4926,106148220069085184,17044695,n,,,,,
4927,108300060105781248,99419829,y,self-disclosure,other,n,victim,none
4928,101736532863483904,301587452,y,self-disclosure,other,n,victim,none
4929,107579849794793472,68359991,n,,,,,
4930,108583089076305920,97648238,n,,,,,
4931,101469452499042306,87115980,y,accusation,other,n,accuser,none
4932,101588383737970688,32682070,n,,,,,
4933,102930522149371905,156194203,y,self-disclosure,other,y,bully,none
4934,103331129741934592,181716550,n,,,,,
4935,103957400511459329,282687840,n,,,,,
4936,106405916777250817,117588094,n,,,,,
4937,106624737672830976,152110321,n,,,,,
4938,107261659487272960,239446293,y,accusation,cyberbullying,n,accuser,anger
4939,107741267085107200,339510585,n,,,,,
4940,108013646600347648,62991597,n,,,,,
4941,109025368547139584,319341152,n,,,,,
4942,101538526218301440,247131789,y,self-disclosure,other,n,victim,anger
4943,102845719668461568,206901977,n,,,,,
4944,103638239285489664,99790826,n,,,,,
4945,103690175942627328,179010580,y,self-disclosure,other,n,victim,none
4946,104644962028748801,324229469,n,,,,,
4947,106932546931130368,267510713,n,,,,,
4948,106957221853806592,318031759,y,self-disclosure,other,n,victim,none
4949,100235493261844480,191727406,n,,,,,
4950,103460562645688320,145192098,y,self-disclosure,other,y,bully,none
4951,104164896152895488,21619424,n,,,,,
4952,106213384013352960,237039580,y,accusation,cyberbullying,n,accuser,none
4953,102140024740528128,282030383,y,report,other,n,reporter,none
4954,102262577479950336,35574837,n,,,,,
4955,103061989919698944,271996564,y,accusation,other,n,accuser,none
4956,107685640715513856,357376553,n,,,,,
4957,100224792757665793,327724641,n,,,,,
4958,102147472641638401,180736565,y,report,other,n,reporter,none
4959,102854596094984192,21618989,y,report,other,n,reporter,none
4960,106223556672765952,25664577,n,,,,,
4961,106589194532560896,116558103,n,,,,,
4962,106858115068207104,362126675,n,,,,,
4963,108322272217010177,168539336,n,,,,,
4964,109019186642173954,318531539,n,,,,,
4965,104141671998042112,163750310,n,,,,,
4966,105882117191372800,339056243,y,self-disclosure,other,n,victim,none
4967,107998702249062401,294289608,n,,,,,
4968,103979831338876930,342981851,n,,,,,
4969,107478268852191232,186624108,n,,,,,
4970,107888818195152896,163164276,n,,,,,
4971,106977441557385216,339413931,y,accusation,other,n,accuser,none
4972,107156835651428353,232388262,n,,,,,
4973,104053472973950976,196912545,n,,,,,
4974,104974868520501248,155274753,y,report,other,n,reporter,none
4975,105349751230304256,189554479,n,,,,,
4976,107506480487469056,64058214,n,,,,,
4977,107645537355968512,30220357,y,accusation,other,n,accuser,none
4978,100652189684473857,351027187,y,report,other,n,reporter,none
4979,102072829515800576,30380236,n,,,,,
4980,102219330120458240,255200060,y,accusation,other,n,accuser,none
4981,104276641005568000,342336619,n,,,,,
4982,106129001206120448,108698682,n,,,,,
4983,107296255432077312,311220415,y,accusation,other,n,accuser,none
4984,104232680232722432,180037787,n,,,,,
4985,104998488667992064,55624100,n,,,,,
4986,105472990745079808,202222661,n,,,,,
4987,108377842009645057,217925672,n,,,,,
4988,102048980606783489,152671409,y,accusation,other,n,accuser,none
4989,102804928866693120,160169338,y,accusation,other,n,accuser,none
4990,104600725568491520,73571481,n,,,,,
4991,107107530647408641,229866195,n,,,,,
4992,107216432823148547,242491344,n,,,,,
4993,107538013113954305,265638057,n,,,,,
4994,102903535779315712,291453178,n,,,,,
4995,103523009960226816,140931778,n,,,,,
4996,100284296614510592,152936723,y,accusation,other,y,accuser,none
4997,102610871557160960,52890954,y,self-disclosure,other,n,defender,none
4998,103540081431810048,109655234,n,,,,,
4999,105306127939551232,28780644,n,,,,,
5000,99855838595919873,20710710,y,self-disclosure,other,n,victim,none
5001,99834780241235969,28779449,n,,,,,
5002,99970555314311168,252085268,n,,,,,
5003,100017708820733953,239010513,n,,,,,
5004,100033938197712896,308143092,n,,,,,
5005,99964777400516609,162448609,n,,,,,
5006,100055035387449345,218633851,n,,,,,
5007,99988414077747201,122822088,y,self-disclosure,other,n,victim,none
5008,99958102018887682,280633825,n,,,,,
5009,99999987785674752,249983617,y,accusation,other,n,accuser,none
5010,100042908127862784,200040434,n,,,,,
5011,100028043476733952,338773566,n,,,,,
5012,99999988221878272,284793957,y,accusation,other,n,accuser,none
5013,99928018662850560,309796606,n,,,,,
5014,99963130221826048,19757729,n,,,,,
5015,100061752145883136,173322006,y,report,other,n,reporter,anger
5016,99966389057630208,273793578,y,self-disclosure,other,y,bully,none
5017,99806126098481153,29633995,n,,,,,
5018,99803559545155584,161775929,y,report,other,n,reporter,none
5019,99721196647616512,54756144,n,,,,,
5020,100007777577082880,272565596,n,,,,,
5021,99934249423081472,52909440,y,self-disclosure,other,n,victim,none
5022,100059081720610816,4375431,n,,,,,
5023,99970534946775040,328238146,n,,,,,
5024,99810500296187904,169577472,n,,,,,
5025,99815336462925825,212709435,n,,,,,
5026,99873531415896064,14778524,y,report,other,y,reporter,none
5027,99903044682125312,25782629,n,,,,,
5028,99806965034782722,169140193,n,,,,,
5029,99931501071843328,47346551,n,,,,,
5030,100003086248062976,37338479,y,report,other,n,reporter,none
5031,99913909703688192,196258059,n,,,,,
5032,100045249770041345,182780394,n,,,,,
5033,99830316612587520,46230992,y,report,other,n,reporter,none
5034,99943334512041984,8431652,y,denial,other,n,bully,none
5035,99933749852119041,15322779,n,,,,,
5036,99877366632955904,319990312,y,accusation,other,n,accuser,anger
5037,100062386228166657,86723374,n,,,,,
5038,99978095515279360,241636800,n,,,,,
5039,99782812093259776,71492903,y,report,other,n,reporter,none
5040,99752908584783872,19154007,n,,,,,
5041,99991409993584641,77589706,n,,,,,
