,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion
2100,104280768192315392,97349469,n,,,,,
2101,104638406159646720,176882476,y,denial,other,n,bully,none
2102,108303986863509506,312753010,y,report,other,n,reporter,none
2103,103157026892414977,205312652,n,,,,,
2104,104675047255445504,249913746,n,,,,,
2105,106169938506555392,251880546,n,,,,,
2106,106552340173172736,71388705,n,,,,,
2107,107199605904650241,358396446,y,report,other,n,reporter,none
2108,102446983758884865,251101355,n,,,,,
2109,102754519225606145,144178697,y,self-disclosure,other,n,victim,none
2110,106387128514129920,15672036,n,,,,,
2111,106519863568240641,189708381,n,,,,,
2112,107922837972582400,165559221,n,,,,,
2113,101679132546568193,94912172,n,,,,,
2114,103697467475894273,351243501,n,,,,,
2115,106763325672660992,339085284,n,,,,,
2116,106773040200818688,23613124,n,,,,,
2117,106956868936663040,59247592,y,accusation,other,n,accuser,none
2118,108450668410445825,309563555,n,,,,,
2119,105769988979294208,186662483,y,denial,other,n,victim,none
2120,108358119226228736,38385080,y,accusation,other,y,accuser,none
2121,100247333060616192,157923720,n,,,,,
2122,108579798808408064,94912172,n,,,,,
2123,102743019345809408,354424814,n,,,,,
2124,105743370487468032,133055465,n,,,,,
2125,105024863177146369,358894754,n,,,,,
2126,105137625387642880,24003907,n,,,,,
2127,106538405181136896,301085326,n,,,,,
2128,104933045370494977,153694313,n,,,,,
2129,105080924324102145,278727749,y,report,other,n,reporter,none
2130,108259542537732096,301550072,n,,,,,
2131,109021381798281217,40288574,y,denial,other,n,bully,none
2132,101617934790688768,342450496,y,report,other,n,reporter,none
2133,103612323947753473,51581548,n,,,,,
2134,104366089848360960,342840889,n,,,,,
2135,104584367820636161,228235146,n,,,,,
2136,106210696106213376,187065083,n,,,,,
2137,103727584336019456,261210859,n,,,,,
2138,104744523606925312,142722221,n,,,,,
2139,105001040750972928,331908816,y,self-disclosure,other,n,victim,none
2140,105373446158041088,54960908,y,report,other,n,reporter,none
2141,105477232008495104,216567955,n,,,,,
2142,106415143033909250,344872042,n,,,,,
2143,107259924148527104,108636275,n,,,,,
2144,108685960203599873,221889118,n,,,,,
2145,108688741975076864,151623410,n,,,,,
2146,108710943210471424,54131659,n,,,,,
2147,108871687809941504,17154954,n,,,,,
2148,101505375429337089,24794870,y,accusation,other,n,accuser,none
2149,103072974898343936,15210265,n,,,,,
2150,105970511355461632,226488150,n,,,,,
2151,106431518674665472,242088685,n,,,,,
2152,106526088066371584,231392245,n,,,,,
2153,100968051343769601,54637887,n,,,,,
2154,104739479331405824,282529382,n,,,,,
2155,107374928516485120,23501664,y,self-disclosure,other,n,defender,none
2156,108690298162520064,241716645,n,,,,,
2157,102922429432737793,29865077,y,denial,cyberbullying,n,bully,none
2158,105172359736074240,56943199,n,,,,,
2159,106467916047859712,112318884,n,,,,,
2160,106753439505199106,19432015,n,,,,,
2161,108266490993709056,230260458,y,denial,other,n,bully,none
2162,108884652823035904,35740310,n,,,,,
2163,101559511650799616,306731924,y,report,other,n,reporter,none
2164,101969032571387904,147148170,n,,,,,
2165,104333308233662464,314947966,n,,,,,
2166,106438860271136768,17229809,n,,,,,
2167,100633699992870912,314167354,y,self-disclosure,other,n,victim,none
2168,102524330189131776,172679155,y,report,other,n,reporter,none
2169,108046391527477248,327758643,y,self-disclosure,other,n,bully,none
2170,108155929949765632,119014050,n,,,,,
2171,102832143855648768,89134622,n,,,,,
2172,104381142295265280,224751983,n,,,,,
