,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion,Text
4200,101852977303785472,271560552,n,,,,,,@StefanieScott1 I have the best question! Have you seen the video I made to stop bullying!? =] http://t.co/m7vr8Yu 8
4201,104592730944049153,19899404,y,report,other,n,reporter,none,Tweetn sucks w/o @Agbessitomisin @remiomoyele @mikistones and i miss @Ms_Zubrina shez such a bully!
4202,105753646851047424,137322787,y,self-disclosure,other,n,victim,none,@ddlovato i am getting bullied in school..what shld i do?
4203,106127681879408640,69864568,n,,,,,,I hate it when people gang up on someone like 2v1 is just not fair!! That's what a bully does
4204,108678798257557505,45985597,n,,,,,,Tô chorando de rir com esses tweets sobre Rolândia KKKKKKK minha cidade tá sofrendo bullying
4205,100215228830203904,779451,n,,,,,,"Tennesseans face new Internet rules aimed at curbing piracy, bullying: http://t.co/HGdo57q via @Tennessean"
4206,102841710379405312,26326498,n,,,,,,FEST! Mishkin recently kicked ass on the Red Bull Bedroom Jam stage at Hevy Festival. RoomThirteen.com caught... http://t.co/67ma22O
4207,107269940737871872,317908951,n,,,,,,Because yu could be a bully lowkeyy
4208,107611794570346498,127632007,n,,,,,,
4209,104930980661428228,276576112,n,,,,,,Bullying people is not cool !
4210,106165760954597376,346111304,n,,,,,,
4211,100384407923339264,16537302,n,,,,,,@Revrunwisdom ' s schedule 3am devil worship 6am to 11pm stalking bullying voyeurism beatings DICK TOM HARRY&THIS is WHO u choose to fllw?
4212,100969189447184384,337432885,n,,,,,,Saw a car (with a great looking bully in it) with your bumper sticker in #newwest this afternoon. Made me smile :)
4213,106055824597712896,72666000,n,,,,,,"'TIME FOR THREE'

In Effect Films is casting Time for Three, a music video and PSA about bully... http://t.co/0wrj8CO #film #tv #acting"
4214,108010013603270658,211045703,n,,,,,,
4215,108657594587037697,186004625,n,,,,,,@BRYAN_521 Please go like the facebook page to help stop bullying http://t.co/3QI4W52
4216,106056263070265344,37034136,n,,,,,,@Jess_ymas @benleasor we'll see on friday how much you bully him! hahah
4217,108738350759952384,193943631,y,denial,other,n,bully,none,"this #bigbitch said i was bullying her cause i called her a #bigass ! im confused, cause all i did was state the obvious."
4218,103143487255490560,39169848,n,,,,,,"you bully, you break, you fake you fake, you smoke, you toke, you want, you flaunt ..stuck in the teenage waste."
4219,104705531087831040,260353285,n,,,,,,"Nao julgue alguem antes de conhece-lo, lembram daquele garoto baixinho, com a voz um pouco fina que sofria bullying ? Olha onde ele ta agora"
4220,104751373232521216,235059570,n,,,,,,the bully (@yenii_ana @podungmy @AyuAngg @nchelpamian @6ELIN9 @iravini @Yocheba ) jam 12 k'rmhx @6ELIN9 ya...pake baju bully yg biru tua..XD
4221,105038024739536896,59943486,n,,,,,,"""@nanoclips: @natygondiaz coperaste entonces... te seguire haciedo bullying""// bkn! Sé malo muy malo! Jajajaja :)"
4222,108552124157280256,179452558,n,,,,,,@impulsethaboss @Sir_Scribbles lol if its so good why don't you go then? not to mention the bullying and rape.
4223,108626171314442240,362222091,n,,,,,,
4224,108782344881717248,106786745,n,,,,,,
4225,100636070009511936,61306665,n,,,,,,Riots have Spread 2Birmingham the Bullring has been shut down n Footlocker has been Raided!This proves my point! Its not about Mark anymore
4226,103530472457502720,251703993,n,,,,,,
4227,103728177473531904,337378268,y,report,other,n,reporter,none,
4228,104668310087532546,110863859,y,report,other,n,reporter,none,@Wheremydrink lol no @BlackIsBUtiful a bully
4229,105231345621544960,68361228,y,report,other,n,reporter,none,
4230,107999403540873216,73240004,n,,,,,,@estirado estoy tratando de resistir. Como el tatuaje del chiquillo al que le hicimos bullying anoche jajaja.
4231,101625699537920001,217920074,y,accusation,other,n,accuser,anger,@Tasha_JessieJxx tell me how my stories changed BABE. I read the convo. You bullied Holly. Your defence is that she took the piss out of u..
4232,104315456260812800,321852267,n,,,,,,
4233,108904850288410624,88484394,y,report,other,n,reporter,none,@jhlsalejo I know right! Almost every disney channel actor has been bullied when they were younger
4234,105864368629100545,326936495,y,self-disclosure,other,n,bully,none,
4235,106177335862116352,203367131,n,,,,,,Não é bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais.
4236,106265817225768960,194768222,n,,,,,,@sonyarhmtk ojong di bully? :O
4237,100637893231509504,167810862,n,,,,,,"Read my response to ""hoje qualquer coisinha é Bullying, se voce fala ""cala a boca"" ja dizem que é Bullying. Conc…"": http://4ms.me/nIcgVD"
4238,103081640791785472,318342576,n,,,,,,
4239,106042685525209088,139184361,n,,,,,,@Cometowis no en 4sq no cuenta *comienza con el bullying*
4240,106417187555782657,355714754,n,,,,,,
4241,102075857539055616,291221757,n,,,,,,Reblog if you are against bullying - › this must have more notes http://t.co/YIcuxu9
4242,102098294381084672,135355301,n,,,,,,
4243,102227729113550849,65627144,n,,,,,,Sebelah kanan saya ini melet saya bully. (¬_¬)
4244,103699873232203777,346038803,n,,,,,,Bull just got raped  in jail & now I'm crying :( free my boyfriend !!
4245,103874595924348929,354423086,y,report,other,n,reporter,none,Please don't let people commit #suicide. I lost my younger brother to suicide. He killed himself because he was being #bullied.Support #gays
4246,104645008115773440,293961200,n,,,,,,
4247,107717527722934273,127201724,n,,,,,,@kornflakes600 HOTTEST BULLY EVER :)))) @TAClassOf2012
4248,103461092071710720,205622840,n,,,,,,
4249,105597522164191232,39715916,n,,,,,,Kana bully by W520 guy :(
4250,105822013725212672,63470501,n,,,,,,A torcida do Ceará é foda. Fica praticando bullying direto. hahahah
4251,108303171809587202,71571318,n,,,,,,
4252,108930942743232512,84108183,n,,,,,,"Defeat the Label Announces National ""Stand-Up Against Bullying Day"" http://t.co/NWJOcM7"
4253,101721869341831168,135972759,y,report,other,n,reporter,none,"I mean go ahead- play, but I don't get why you're doing it. Basically, bullying a daft old man without reason's not that funny. #knockandrun"
4254,106021327722385408,69085550,n,,,,,,"@pefabiodemelo Criança de 13 anos acaba de suicidar-se no Marista em Natal,vítima de bullying.Isso tem q ser coibido radical..."
4255,108364860710076416,359473918,y,self-disclosure,other,y,bully,none,When I don't have my phone I bully my mom for hers lol
4256,108655815883358208,72216250,n,,,,,,sei que vou sofrer bullying
4257,108706861720682496,245288752,n,,,,,,
4258,101420946115665920,22649341,n,,,,,,
4259,104823250567180288,313969320,n,,,,,,"maybe hopefully going back to dance this year! #YesICan #makeachange Starve a bully, Feed your SOUL! STAND GRAND! STAY GRAND!"
4260,106135024625135616,247760809,n,,,,,,@guigoband bulling é a+++ kkkkkkkkkkkkkkkkkk'
4261,103526682199195648,131862874,n,,,,,,ISS É BULLYING
4262,107297753641660416,287331182,y,report,other,n,reporter,none,
4263,108180135320096769,335847547,n,,,,,,CYBER BULLYING - YouTube http://t.co/EOzA9C3 #KasiTopShayela
4264,101473863346552832,34128308,y,cyberbullying,verbal,n,assistant,none,"ABC is considering Rebecca Black a bully victim. Well don't put up a horribly bad, stomach lurching, scream inducing video."
4265,107870611937820672,340129529,y,self-disclosure,other,n,defender,none,
4266,104328298280136704,295828989,n,,,,,,
4267,105798577548304384,187329640,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. http://t.co/KN835W6
4268,105944218878492672,52691205,y,self-disclosure,other,n,defender,none,Dnt be a bully leave tayo alone...pick on someone ur ownsizeCc@kunlefernando
4269,105439757949087744,7585602,n,,,,,,Que hicieron una guía para prevenir bullying y que el INMUJERES está involucrado en su elaboración. No sé qué pensar. Netito.
4270,106956959005147136,293185718,n,,,,,,
4271,102747818191626242,125513969,y,report,other,n,reporter,none,
4272,102548228645453824,206532799,y,report,other,y,reporter,none,
4273,107279778452750336,184941424,n,,,,,,"acho que sofro bullying pelos meus próprios ""amigos"" ]="
4274,109082059397541888,38812519,n,,,,,,"@Mandarinaranja No, probablemente diga que #Hegel nos metió ideas en la cabeza y por eso le hacemos bullying"
