,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion
6300,100010135526719488,306882188,n,,,,,
6301,99948980443693056,322839851,n,,,,,
6302,99989406504587264,118206376,n,,,,,
6303,99904521366540289,8431652,n,,,,,
6304,99795366370738176,15465411,y,self-disclosure,other,n,defender,none
6305,99815850365829121,42381896,n,,,,,
6306,99994044431732737,170792157,n,,,,,
6307,99976140424364032,246413794,n,,,,,
6308,99952748732235777,345454807,y,report,other,y,reporter,none
6309,100063657425240064,212429826,y,self-disclosure,other,n,defender,none
6310,100064243302400000,192953843,y,self-disclosure,other,y,victim,none
6311,99755477218492416,70292335,y,report,cyberbullying,y,reporter,none
6312,99775807676882944,10566302,n,,,,,
6313,100053993425862656,231114245,n,,,,,
6314,99826610777243648,162867217,n,,,,,
6315,99860949380509697,131668363,y,report,other,n,reporter,none
6316,99965274765275139,285943644,n,,,,,
6317,99779922343624704,111608993,n,,,,,
6318,99953584577318912,105793727,n,,,,,
6319,100053668426022912,348839744,y,self-disclosure,physical,n,victim,none
6320,99814945302130688,47097319,n,,,,,
6321,99973090443927552,321486596,n,,,,,
6322,99951189843652608,7356602,y,self-disclosure,cyberbullying,n,victim,none
6323,99915347007778816,196258059,n,,,,,
6324,99850608357552128,248318883,n,,,,,
6325,99921921956786177,339415663,n,,,,,
6326,99881062028673024,100850465,n,,,,,
6327,99860063061164032,19746957,y,self-disclosure,other,n,victim,none
6328,99878452827660288,36839662,y,denial,other,n,bully,none
6329,99968022407684096,221117625,y,accusation,other,n,accuser,none
6330,100043300664381440,35556923,n,,,,,
6331,99836005451972608,108664039,n,,,,,
6332,99730670116544512,230499784,n,,,,,
6333,99915717612290049,196258059,n,,,,,
6334,99785168650383360,222544705,y,report,other,n,reporter,none
6335,99853464095559680,345393984,n,,,,,
6336,99803261405638656,32833112,n,,,,,
6337,99738325677649920,64650970,y,report,other,n,reporter,none
6338,99716150325280769,282370331,n,,,,,
6339,99957413783932928,41549894,y,report,verbal,n,reporter,none
6340,99848539831664640,270102124,y,self-disclosure,other,n,victim,sadness
6341,99924134783488002,188916768,y,self-disclosure,other,n,bully,none
6342,99915391341563905,57453640,n,,,,,
6343,99789978699186176,220511403,n,,,,,
6344,99899225512484864,143611130,n,,,,,
6345,99927378016481280,32632083,n,,,,,
6346,99927302632243200,127944589,n,,,,,
6347,99980316344729602,230881458,n,,,,,
6348,99987733258309632,45198094,y,accusation,other,y,accuser,none
6349,99725784436051968,82198949,n,,,,,
6350,99996446857760768,144920091,n,,,,,
6351,100046903462477824,24911804,y,self-disclosure,other,n,bully,none
6352,99923809963999232,299995722,n,,,,,
6353,99860891587186688,14185680,y,report,other,n,reporter,none
6354,100028946892070912,62109273,n,,,,,
6355,99785797137473536,181958882,n,,,,,
6356,99736587373527040,106293519,n,,,,,
6357,99820710838538241,333534017,n,,,,,
6358,99831590426914817,307777302,y,report,other,n,reporter,none
6359,100004711272419328,334343065,y,self-disclosure,verbal,n,victim,none
6360,100050747437228032,41524583,y,self-disclosure,other,y,victim,none
6361,99834722145935360,194622640,n,,,,,
6362,99896389949063168,256934962,y,report,other,n,reporter,none
6363,99968650894770177,39394922,y,report,other,n,reporter,none
6364,99999047661789184,172191311,n,,,,,
6365,99852398297755649,45641337,y,self-disclosure,other,y,bully,none
6366,99839005960577024,156606911,n,,,,,
6367,99916741966184449,328435254,y,self-disclosure,other,n,defender,none
6368,99960473239289858,321486596,n,,,,,
6369,99762099936440320,64825181,y,report,other,n,reporter,none
6370,99818916519489536,320875208,n,,,,,
6371,100039272467410944,313665167,n,,,,,
6372,99970765952258048,244637129,n,,,,,
6373,99905606143582208,288646713,y,report,other,n,reporter,none
6374,99786707532120064,226638499,y,accusation,other,n,accuser,none
6375,99989751632891905,34840164,n,,,,,
6376,99777807407788032,47690039,y,self-disclosure,other,n,victim,none
6377,100041260433293313,280943837,y,self-disclosure,verbal,n,victim,none
6378,99914112221446144,191683865,n,,,,,
6379,99840943657717760,336011696,y,accusation,other,n,accuser,none
6380,99945917800660992,254338676,n,,,,,
6381,99858902245572608,48533458,y,accusation,other,n,accuser,none
6382,99948718819786752,63797984,y,report,other,n,reporter,none
6383,100022585483472896,258352787,y,self-disclosure,other,n,bully,embarrassment
6384,99798012129320960,336272294,n,,,,,
6385,99867104236408834,86902907,n,,,,,
6386,100009808853336064,315327782,n,,,,,
6387,99978659934380032,267021306,n,,,,,
6388,100017773190725632,123668507,n,,,,,
6389,100055919508983808,341060902,n,,,,,
6390,100005005746114560,325792856,n,,,,,
6391,99712417050791936,331456268,y,self-disclosure,cyberbullying,n,defender,none
6392,100021168706306051,249880596,n,,,,,
6393,99847085721001984,88199217,n,,,,,
6394,99905159471177728,324638840,y,report,other,n,reporter,none
6395,100033406540316673,84267808,n,,,,,
6396,99923650643361792,53698330,y,report,other,n,reporter,none
6397,99988920342806528,71262127,n,,,,,
6398,99891426715901952,169334267,n,,,,,
6399,99760547616133120,30600547,n,,,,,
6400,99999483307376640,61375892,n,,,,,
6401,99933912448507904,35215348,n,,,,,
6402,99795499204358144,20075618,n,,,,,
6403,100010174391123968,37038179,y,self-disclosure,other,n,victim,none
