,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion
3500,104227895471386625,84928530,n,,,,,
3501,105968827707301888,19587784,y,self-disclosure,other,n,defender,none
3502,108226485860573185,40006679,n,,,,,
3503,108353383135584256,331190381,n,,,,,
3504,102167456805695488,223988887,n,,,,,
3505,102838361022148608,98178122,n,,,,,
3506,104366685640859648,126944976,n,,,,,
3507,106894898426413056,97059492,n,,,,,
3508,100371473037922304,332083858,n,,,,,
3509,103183908560056320,344486908,n,,,,,
3510,103352978773262337,135001506,n,,,,,
3511,107495846232342528,345213939,n,,,,,
3512,109071675777228800,24088992,y,report,other,n,reporter,none
3513,100435721424351232,67224962,n,,,,,
3514,106530717621698560,135007220,n,,,,,
3515,108029530156965889,309911388,n,,,,,
3516,109098755256627200,78582775,n,,,,,
3517,103985653695524864,56704506,n,,,,,
3518,105117734534254592,15848688,n,,,,,
3519,108629916588838912,318483503,n,,,,,
3520,103470213865025536,58272721,n,,,,,
3521,103910190356758528,57075477,n,,,,,
3522,109029055357128705,308521254,n,,,,,
3523,101942933170814976,61945568,n,,,,,
3524,103338071554129920,23329587,y,report,other,n,reporter,none
3525,105026294516948992,23481454,y,accusation,other,n,accuser,none
3526,102850818331525120,299608777,n,,,,,
3527,103053494025596929,333867280,n,,,,,
3528,103616143004155905,51927315,y,self-disclosure,cyberbullying,n,victim,none
3529,104715603381727233,119811415,n,,,,,
3530,105697492670234624,90162076,n,,,,,
3531,105835567815737344,241336145,y,denial,other,n,bully,none
3532,109056785981247488,361944775,y,self-disclosure,other,n,victim,none
3533,100228121097289729,106343684,n,,,,,
3534,102138484604678144,295796530,n,,,,,
3535,103588898558590976,173267281,n,,,,,
3536,104580754775875584,219727557,y,report,other,n,reporter,none
3537,105113835739938816,59278492,n,,,,,
3538,100622721687367680,93834718,n,,,,,
3539,101407473696645120,325202914,n,,,,,
3540,103485454690684928,27562705,n,,,,,
3541,105403067867992065,295186758,n,,,,,
3542,108447721790251008,109250613,n,,,,,
3543,102737615844941824,164919549,n,,,,,
3544,102872886062235648,67313786,n,,,,,
3545,103693752178180096,92774018,n,,,,,
3546,105458130539921409,203665936,n,,,,,
3547,108654861637263360,333659178,n,,,,,
3548,103293754596802560,151964321,n,,,,,
3549,103891324394147841,35807644,n,,,,,
3550,105634872260964352,28332443,y,report,other,n,reporter,none
3551,107068201975820288,100005589,n,,,,,
3552,106527219869954049,301591788,n,,,,,
3553,108323393111199744,86161416,n,,,,,
3554,102151950879047680,187262417,n,,,,,
3555,106326121842348032,216788521,n,,,,,
3556,105414539021004800,191521360,y,self-disclosure,other,n,victim,none
3557,105737494846390272,342060961,n,,,,,
