,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion,Text
4900,102862493747130368,185533403,n,,,,,,"Don't let crazies bully you“@rdfrs: Muslim Woman Assaults Photographer, Toronto Police Say It's ok. RichardDawkins.net http://t.co/piXnAKp”"
4901,105818052007968768,152708664,y,report,physical,n,reporter,none,"Why did Kelly attack Brie? First she attacks from behind, now she attacks unprovoked! She's a bigger bully than the Divas of Destruction!"
4902,108582153155133443,332471236,n,,,,,,
4903,108421424175259648,311013504,y,self-disclosure,other,n,victim,none,@ICONicHavanaL yeah it sux i hate it then ppl bully me cuz of it seriously theres no reason for that
4904,100373031788085249,205196651,y,accusation,other,n,accuser,none,@mkristeena :( bully. ahaha
4905,101565891187191809,219227311,n,,,,,,
4906,101699459578208257,317490850,n,,,,,,#RETWEET Se você é contra o Bullying : |
4907,106196079908892672,192615461,y,self-disclosure,verbal,n,bully,none,@Aashcash06 hahaha yea im plotting mean things I can say about all of his friends girls.. Bc I'm a bully!! Ha thanks!
4908,107294701257883648,293119285,y,self-disclosure,other,n,victim,none,
4909,107671945734135808,192684246,y,self-disclosure,other,y,victim,none,
4910,101485243395080193,179672938,y,report,other,n,reporter,none,
4911,101824362608467968,345725359,n,,,,,,
4912,104773437087690752,183346337,n,,,,,,O imbecil q na época q Batman:Dark Knight passou no Cinema e q colocou avatar do coringa no orkut é o msm q fazia bullying em qlq mlq
4913,104977105896484864,222691215,n,,,,,,
4914,105914581460852737,146833137,n,,,,,,Brown Thomas fired lingerie buyer in bully claim: By Aodhan O'Faolain A LINGERIE and swimsuit buyer for prestigi... http://t.co/CHbn7pq
4915,108344838356860929,113210057,y,report,other,n,reporter,none,Yo lala is a #lowkey bully lmao
4916,101883016120504320,26352276,y,accusation,other,n,accuser,none,@UrsTrulyDesiD ugh you're such a bully lol
4917,106433634931720192,159193601,n,,,,,,Cooking... Bully beef and rice!! @RicRocstarr knows about them runnins there! LOL
4918,100698278592643072,62502140,n,,,,,,@d_bully personally i blame Arsene. must all be gooners. Signing chamberlain instead of a centre back must have pushed them over the edge
4919,102493909141291008,28018653,y,report,other,n,reporter,none,Tristan a bully lol
4920,105349618367332353,60769053,n,,,,,,
4921,107350111209791488,71191219,n,,,,,,
4922,108365156278472704,83158045,n,,,,,,@katisbanned a TI t quería decir que te vi en la tv y q salías linda pero q = t haría bullying. Se lo dije a tu kissmyass sin querer =(
4923,100636412004663296,14661560,n,,,,,,@Mutaito09 golpear a otra persona con una botella de agua es bulling?
4924,104286899438497793,31018854,n,,,,,,@brunakmarques Isso é bullying!
4925,104960788032262144,85419097,n,,,,,,"KKKKKKKKKKK eu e a mamae zombando com o que a mulher fala, praticamos o bullying :p -NN"
4926,106148220069085184,17044695,n,,,,,,69% of Children Suffer Bullying at School =&gt; http://t.co/dAdyUj9 #bullying #cyberbullying
4927,108300060105781248,99419829,y,self-disclosure,other,n,victim,none,#oomf bullied me today ..
4928,101736532863483904,301587452,y,self-disclosure,other,n,victim,none,
