,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion,Text
1400,102799330188070913,226626340,n,,,,,,
1401,108886022917595136,94912172,n,,,,,,"#schools Students CAN get it in their Hearts & Minds that Bullying is wrong..Reach, Help, Teach, Empower #moms #twitterdads #parenting"
1402,102430149366132736,337975060,y,self-disclosure,other,n,victim,anger,
1403,102869076765974528,126116223,n,,,,,,"@egael088 @Ari2PMAM A ver, yo he perdonado a 1 de los q me hicieron bullying pq es mucha tela... xo hay gente q se las he devuelto cn clase"
1404,103688396404301824,298156587,y,self-disclosure,other,n,victim,none,"@heyitslizi yooo, im being bullied ! lol"
1405,104020954438574080,213071465,n,,,,,,
1406,101821852304936960,199930783,n,,,,,,"Hj em dia, ñ é q o aluno bate no professor, o certo é dizer q o professor deu uma ""carada na mão do aluno"" e o aluno sofre bullying kkkkkk!"
1407,102042619454033922,201255767,n,,,,,,"Booa Tarde gente boa ! tamo na correria hooje , logo cedo participei do manisfeto da juventude de Foz contra o Bulling , drogas , violencia"
1408,104036779748884480,246566891,y,accusation,other,n,accuser,none,@cthrasherz you know what!? im reporting you!! #bully XD
1409,104615464071733248,253707764,n,,,,,,Don't confuse the purpose of testing vs. student learning. Julia Steiny: Punitive Testing is Educational Bullying http://t.co/hiEvhiq
1410,107869564649472001,151619926,n,,,,,,@RAIDERS repin the (805) JUST WIN BABY!!  BUILDING A BULLY IN OAKLAND!!!!!!
1411,101015628470685696,236142958,n,,,,,,Bring out the tear gas and rubber bullets that will send em home crying
1412,101806088189509633,73945566,n,,,,,,@eerikz te lo voy a robar por ser una bully :(
1413,102090348439932928,231970537,n,,,,,,Bully Beatdown
1414,102290356321787904,293339214,n,,,,,,
1415,108689358709731328,116571018,n,,,,,,
1416,102562426406449153,172104371,n,,,,,,"""Starve a bully, feed your soul.. STAND #GRAND!"" This isn't just a quote, but a way of life.. (: Thanks @VinCastronovo &lt;3"
1417,102929392468103168,113775928,n,,,,,,
1418,103823430163501056,26937201,n,,,,,,Gay Teens Sue Minnesota School District over Bullying Policy http://t.co/HxPqaAZ via @TIMENewsFeed
