,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion,Text
5600,100022790572351488,178129203,y,self-disclosure,other,n,victim,none,"i have been bullied for as long as i can remember for my looks, the way i dress, my makeup...i refuse to take it anymore!"
5601,99992360225742850,146833137,n,,,,,,M&M ad sparks not so sweet television ad bullying complaint: Picture: ThinkStock Source: Supplied THE Advertisin... http://bit.ly/rlV7x9
5602,99967726398877696,216927492,y,self-disclosure,other,y,victim,none,
5603,99989782087729153,349117288,y,self-disclosure,other,n,victim,none,@courtneysadders it was hot right?;) hahah he told me he hated me:( bully!xxx
5604,99907588002562049,324933310,n,,,,,,Sergio Martinez â?? The Schoolyard Bullyâ?¦ http://bit.ly/qrE4Qg
5605,100009302667956224,253487290,n,,,,,,@Jerome_AHayden isn't that bullying!? *shakes her head* though Seth isn't a bully....and thank you *piles food on his plate*
5606,99839755226845184,285279602,n,,,,,,
5607,100061010651652096,59887849,y,self-disclosure,other,n,defender,none,
5608,99850449275990016,56266520,n,,,,,,"back-to-winter, back-to-stress, back-to-jerks, back-to backstabbing, back-to-depression, back-to-bullying, back-to-heartbreak...."
5609,99890347987054594,104168759,n,,,,,,"@AintChrist jir -_- masa iya di bully, :|"
5610,99860531753652224,229495717,n,,,,,,
5611,99747773766828033,216768797,n,,,,,,"This morning I feel like I have a ""bullied brain"" flooded with memories of friends and family lost.  The amygdala... http://fb.me/SEDv8Ir4"
5612,99768980679561216,311941271,n,,,,,,
5613,99967731465601025,267021306,n,,,,,,@AkaAshley18 @justinbieber Thank you for supporting Casey Heynis' hope to #StopBullying and for your stand against #bullying ?
5614,100052148162801664,316747469,n,,,,,,
5615,99726635544227840,318077983,n,,,,,,"Just keep thinking ""Starve a bully, Feed yur soul"" @VinCastronovo thx for being my Vinspiration &lt;3"
5616,99909627566768128,46485129,n,,,,,,@yuliaandarini gosah semangat kali kau nge-bully aku makanya. Omonganlu gue beli! #TerSenyumSemangat
5617,99963428134850560,166783077,n,,,,,,
5618,99991448119816192,213697817,n,,,,,,
5619,99889471180378112,45358883,n,,,,,,@ProErn man you bulling
5620,99885629202108417,14352112,n,,,,,,"Just in.. union hacks bully and intimidate Kenosha, WI business into backing out of hosting #teaparty rally http://bit.ly/pRjhjr #tpx #wigop"
5621,99715091255148544,337778471,y,self-disclosure,other,n,victim,none,They're bullying me. = = x)) http://t.co/MQ4EuIA
5622,99930059594407937,87924524,n,,,,,,"@LevoRestartCmig MEU PAI QUASE N ME VISITA, E EU MORO COM A MINHA VÓ, JA RODEI UM ANO, JA SOFRI BULLY desculpa MESMO"
5623,99847123515879424,15639323,n,,,,,,"commented: These are very good suggestions, but if a kid is prone to bullying, it's because of his/her upbringi... http://y.ahoo.it/7kNq7k81"
5624,99929669037604864,325298975,n,,,,,,
5625,99826089479778304,55549769,n,,,,,,Se-timeline lagi pada nge-Bully A*TV lagian gak profesional bgt biasa siarin bola antarkampung sih  ?
5626,99756784843096064,75508747,n,,,,,,
5627,100009878499758080,167505460,n,,,,,,
5628,99943650288611329,266222743,y,accusation,other,y,accuser,none,
5629,99958445247176704,321486596,n,,,,,,"@BillCosby Ck us out www.hbhliveapparel.com Sending out a positive messg ""Live"" Health Awareness, stop, gang, drug abuse, bullying ect"
5630,99735173398134784,94912172,n,,,,,,#time for School Bullying Awareness & Prevention? #moms #dads &gt; http://t.co/cycjUTG #parenting #health
5631,99929001203744768,141029292,n,,,,,,não é bullying se for no skype. abs
5632,99989319623770113,159709341,n,,,,,,@SpongeBobINDO The Bully!!
5633,99871762564648960,154124895,n,,,,,,Stop cyber bullying :)))))) LOL
5634,100013707983208448,230638337,n,,,,,,"That would explain my fear of M&Ms ""@TelevisionDaily: M&M ad sparks not so sweet television ad bullying complaint http://bit.ly/pZn340"""
5635,100050740822806529,16531571,n,,,,,,"Una RN ""presidenta de distrito"" @AlitaMillanir que se burla de una persona porque tuvo cáncer. Creo que te mereces un bullying de aquellos."
5636,99845899739598849,81990846,y,self-disclosure,other,n,bully,none,i be bullying my lil sister
5637,100047466547785729,46240238,n,,,,,,
5638,99758670728003584,182701909,y,denial,other,n,bully,none,BUT I'm no Bully
5639,99864988759498752,277782504,n,,,,,,
5640,99917151829360640,108974349,n,,,,,,"Current International policy is divisive, racist, elitist and encourages conflict not peace. It is to serve the bully against the helpless"
5641,100018987680792576,57469978,y,self-disclosure,other,n,victim,none,
5642,99916859926786048,321431511,n,,,,,,"“@El_Universal_Mx: ""Bullying"", dificil de resolver en escuelas http://t.co/YiRtERE” sobretodo cuando no se intenta ni se cree en el respeto!"
5643,99973560159834113,324007738,n,,,,,,to tao revoltada q to quase fazendo bullying contra a titi e a marimoon
5644,99974044098637825,242123075,n,,,,,,@thechewandvomit Thank you! I just learned about the bullying today & am upset! How long has this been going on?
5645,100063417330708480,40340133,n,,,,,,"I could go on, but it is not my thing. I just hate it when the Anti-bully is actually a Bully in disguise. *scribbles song ideas*"
5646,99844472602501120,174663930,n,,,,,,"harusnya kemenangan ini lebih indah, beruntung kalian internisti ga nonton team kalian di bully. nyehehehe..."
5647,100029005356466177,217877704,n,,,,,,
5648,99867694844739584,288258162,n,,,,,,
5649,99955273069899776,215791746,n,,,,,,
5650,99970461689057280,108335125,n,,,,,,"Não vou divulgar o @, seria bullying. \/"
5651,99984458261864449,253909367,n,,,,,,
5652,100011141115293696,337233353,y,report,other,n,reporter,none,
5653,100023411107049472,335971997,n,,,,,,Ministério público investiga bullying sofrido pelas organizações Globo e por Ideli.
5654,99990835067760640,62957982,y,self-disclosure,other,n,victim,none,This littul chicka tryin to bully me  lol
5655,99789099002626048,261362433,n,,,,,,
5656,99901167643009024,333870554,n,,,,,,@Zendaya96 Hi :) I'm trying to get celebrities to follow my STOP bullying twitter will you follow me @BIWSSIN and spread the word :)1
5657,100053381648879617,325996654,n,,,,,,
5658,99778005425061889,70254139,y,cyberbullying,other,y,bully,none,@BillionairDream lmao fuck u talkin bout i act the same! u aint never got past my bully exterior
5659,99991425671892992,176251202,n,,,,,,Vem que eu tô pro bullying.
5660,100049629294497792,334493718,y,report,other,n,reporter,none,
5661,100018327069528064,65552796,y,report,other,n,reporter,anger,
5662,99867369186410496,45355410,n,,,,,,#itreallymakesmemad when people think harassing/bullying/bitching out people is cute.
5663,100001132465762304,88951160,n,,,,,,"""Evil 'religion' easily defined. Bullying religionists who kill, rape, torture to force islam on world citizens now well documented. ""--Anon"
5664,100052148162801664,316747469,n,,,,,,
5665,100010953638289408,248516148,y,self-disclosure,other,y,bully,none,"@seanwynn oh wow!! I'm sure you miss us bullying each other around! Next time I'm in town you, @clairecollins28 & I need to go to sugers ;)"
5666,99750219851382784,49679075,n,,,,,,
5667,99777216883343360,37351457,n,,,,,,Can't bully a real nigga
5668,99914570499493889,30305355,n,,,,,,"@carlpowerade @flaqita1508 de cuando aca ella es bully? tsss sigues chava, chava"
5669,100059048933724160,288978113,n,,,,,,
5670,99760378795397120,86194109,y,self-disclosure,other,n,victim,none,I don't know why she's always bullying me when I'm down ..
5671,99793654092279808,28708693,y,report,other,n,reporter,none,We now live in a third world economy. S&P bitch-slaps Obozo for trying to bully them; downgrades US credit rating!
5672,99874324722360320,311504448,n,,,,,,
5673,99733706549366784,213974113,n,,,,,,
5674,99797531990564864,21673470,y,self-disclosure,other,n,victim,none,
5675,99927455833399296,22168234,y,self-disclosure,other,n,victim,none,
5676,99917460785991680,196258059,n,,,,,,"@TUGGAWAR ""Bedroom Bully"" Mix Cd By @GappyRanks - #FreeDungloadLink : http://bit.ly/npG8EB - ? http://yfrog.com/khpu6tkj"
5677,99972515350327297,346457190,y,report,other,n,reporter,none,"#GomezFact Selena got bullied at school cause she was in Barney & Friends.
Well look where she is now, haters dosnt win."
5678,100010378645352448,294123725,y,report,other,n,reporter,none,
5679,99730595873165312,34854797,n,,,,,,
5680,99988809743216640,345207598,n,,,,,,
5681,100039540072394752,35877580,y,self-disclosure,other,n,victim,anger,"I fucking hate bullying, especially to my little brother I dealt with that shit all the time when I was little & never had a big brother"
