,Tweet ID, User ID, Bullying_Traces?, Type, Form, Teasing?, Author_Role, Emotion,Text
2800,106539587710615552,53217377,n,,,,,,
2801,107263679891906561,347443947,n,,,,,,Secrétaire indépendante #Bully #SeineMaritime auto entrepreneur http://t.co/dUvetJj
2802,107892662224420865,43526607,y,self-disclosure,other,n,victim,sadness,
2803,103296794640912385,55399885,n,,,,,,@DonGigliotti @pamygates @__Biazinhak começo o bulling UIHAUIHUAIHUIAHUIAH u-u
2804,103580204793999361,29874691,n,,,,,,"Manhê, tão fazendo bullying comigo porque tenho pé torto!!"
2805,106908516266151938,48660296,y,self-disclosure,other,y,defender,none,@tinabopeep lol. Stop being a Bully
2806,107506028274401280,97024109,n,,,,,,
2807,100989177641971712,344870581,y,self-disclosure,other,n,defender,none,"@TeenMomGossip should be ashamed. saw u deleted the tweets, how coincidental! the girl needs support not bullying! grow up and pray for her!"
2808,104572430147792896,193750851,n,,,,,,"Check out ""Automatic"" by Big Bully Streetz - http://t.co/HL34nQm"
2809,104652172150579200,340572960,y,accusation,other,y,accuser,none,@shawtyfrom239 hahah lol u seem like a bully too
2810,101458744692584448,257715630,y,self-disclosure,other,y,victim,none,
2811,102089285120958464,27966103,y,report,other,n,reporter,anger,My'Liek is a fucking bully i swear
2812,108485470874386433,254986991,n,,,,,,
2813,101394817057173505,77334380,y,report,other,n,reporter,none,AHAHAHAH rebecca black was bullied out of school hahahahaha
2814,101754615976034304,285819058,y,self-disclosure,other,y,bully,none,
2815,104759578012561408,134163380,n,,,,,,Jaaa despues del bullying http://t.co/MCjSNv5
2816,106086596352278528,162266736,n,,,,,,"@lusqueta @abnerabbit @reco_ ele podia ter twitter, ia ter bulling aqui hahahaha"
2817,107053329758171136,177665165,y,denial,other,n,bully,none,
2818,107195526373580800,167954095,y,accusation,other,n,accuser,none,@undefined_angel u a damn bully
2819,107947264781197312,75755585,n,,,,,,"Pengen bullying @syarlothsita kalo liat yg belanda2an gini, tapi jangan deh *imajinasi dibiarkan menguap*"
2820,101804236983115776,278271987,n,,,,,,
2821,101865886155157504,30385487,y,report,other,n,reporter,none,@vivelahipter @LeonardSkynard1 was she bullied before or after the song??
2822,102209565466181633,53227456,n,,,,,,@victoroliveira Fui desenhar um boi no caderno fazendo ciclo de doença e uma amiga: vc desenhou um CACHORRO porqueeee??? #bullying
2823,102903484508143616,84608267,y,accusation,other,n,accuser,none,It's obvious that you're bullying innocent foreigners and embracing the bad ones... how stupid can you get?
2824,103150271928086529,229960447,n,,,,,,"Tell me what makes you mad,angry,happy,sad
Me: angry/sad bullying becouse it's herts more than you can see  http://t.co/uPfp2TS"
2825,103578216656158720,51446999,n,,,,,,"quero processar minha net por bullying pq, né?! download parou agora e só Jesus nessa causa! ¬¬"
2826,104588134762807296,73958884,n,,,,,,Esses joguinho que vc tem que ficar pedindo pros seus amigos te darem as coisas é muito pró-bullying.
2827,106047251037700096,45226634,n,,,,,,
2828,106650619917516800,202756049,n,,,,,,"http://t.co/vOmCP3K Spam Bully, Software & Services #Software #Services http://t.co/te8cOaI"
2829,108208006918963200,284492891,n,,,,,,@AinilHanis suka bully ?? Dia yang buli kita adalah ;p mwaa
2830,103442472172138496,86271051,n,,,,,,@moniquehoesan iya wkkwk kyk lagu galau wkwk enak? Jessie j dlu di bully? :O
2831,103644697469259777,30214532,n,,,,,,@Stefan_LR hahahahahhahahahahhahahahah then we'd bully the shit out of them.
2832,103861278866554881,276814674,n,,,,,,"Bully prevention curriculum, free, online, proven, http://t.co/xRrTIxn"
2833,105644005051731968,293437435,y,self-disclosure,other,n,victim,none,@hyqelmars stupid guy uh.. bully me infront of the whole class
2834,108635145317265408,305868332,y,accusation,physical,y,accuser,none,@Jah2123 you talkin bout knockin heads off man your a bully lmao.
2835,104352716012257281,25718645,y,report,other,n,reporter,none,"Frank, with a bullied past, calls Jacques ""Jock"" #SuperThon"
2836,105010055526625280,54626683,y,report,other,n,reporter,none,
2837,100268889220460546,217595286,n,,,,,,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu.
2838,101009928508030977,32867072,n,,,,,,"@malkiacurie hahaha kamu di sana dibully ga? Bilangin bule-bule itu ya, awas kalo berani jahatin kamu! Yang boleh bully malkia kita2 aja :*"
2839,103860498759565312,255170132,n,,,,,,
2840,107486346251206657,181343397,n,,,,,,@MissKellyO giving your kids names like that is just asking for them to be bullied in school.
2841,109017449457909761,38240134,n,,,,,,@ClassicLBarreto constant bullying from the city in regards to licensing & permit issues. Also due to the economy being down. ?
2842,105093680322445312,335718605,y,report,other,y,reporter,none,
2843,101739358276689920,79787592,y,accusation,other,n,accuser,none,
2844,102948790637568000,307708981,y,accusation,other,n,accuser,none,
2845,104363910198599682,252294808,n,,,,,,
2846,108312542304153600,61933836,n,,,,,,"Sick! @OpTicPauL Plays bully, Ep.2 - http://t.co/PQwPU37 Bring back memories anyone?!"
2847,104013587844046848,288004933,y,self-disclosure,other,n,defender,anger,"@lickmypretty_ But After tommorrow Their will Be No More Bullying, u and  ure No Hands Self!, Lemme catch u outside mrs vaughns class 2morro"
2848,101527990017589248,61719772,n,,,,,,Dari tadi malem kecapean ngakak baca FM pem-bully-an Evan.. Hahahaha.. Makasih loh ya Van buat hiburannya... :)))))
2849,103632437111832576,152417782,n,,,,,,
2850,104025758707617793,70514696,n,,,,,,ANOTHER @thekruezer Special. Kent attempts to bully Editor of OUT Magazine over article - http://t.co/hULGYgi
2851,106388416647802881,70813557,n,,,,,,Não é bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro.
2852,108044553654771712,242592973,y,self-disclosure,cyberbullying,n,victim,none,
2853,102337877526056960,353365965,n,,,,,,@BeanieSigelFans @BeanieSigel we need the Philly Broad Street Bully on this #PhillySupportPhillydvd
2854,107475951750873091,284400309,y,report,other,n,reporter,none,"@amelia_ong Hahaha! Sick still can bully people! Sick more k, die soon! Hahaha!"
2855,108552874237239296,103630513,n,,,,,,"#waystopissmeoff by being: arrogant, homophobic, sexist, discriminative, liar, or a bully."
2856,108806301961818115,280965469,y,report,other,n,reporter,none,
2857,102103866476199936,21253586,n,,,,,,I liked a @YouTube video http://t.co/ogIFTgh REBECCA BLACK BULLIED OUT OF SCHOOL! - Justin & Selena Statue?
2858,103843393859354625,133238102,n,,,,,,@Vanveldes @marichan1995 kalo perlu bully ampe nangis.:p
2859,103921548586516480,25561593,n,,,,,,Never be bullied into silence. Never allow yourself to be made a victim. Accept no one's definition of your life; define yourself.
2860,106030065162256384,212639248,n,,,,,,
2861,107279214864109568,237053845,y,self-disclosure,other,n,victim,none,
2862,107862855491141632,334199861,n,,,,,,
2863,102219951900868609,311504448,n,,,,,,
2864,106149148411174913,40830229,n,,,,,,mau tidur jam segini.. semoga gak mimpi di-bully kayak kemaren :'((
2865,107585610952351744,360603888,y,self-disclosure,other,n,victim,none,
2866,107996282349555712,110576201,y,self-disclosure,other,n,defender,anger,@hausofpaparazzo COME ON... STOP BULLYING THE GIRL
2867,102304404266418176,240412478,y,denial,other,n,bully,none,
2868,106615039573762048,37970125,n,,,,,,@KennWoo lets go win win; i happy you happy. you no bully me. (: yay.
2869,107519236699721728,302824059,n,,,,,,4.- La @Franvalenzuelaa Me hace Bulling Sicologico D;
2870,100257147069272067,201937999,n,,,,,,
2871,101448269154103296,171230277,n,,,,,,[CAMPANHA] #FNX contra o Bullying *-*  - http://t.co/QwfIHNp Org.: @ladynexas @ConrasTeam @WeLoveNxZero
2872,101701338685124608,346521043,n,,,,,,
2873,102953204014256128,20564987,y,report,other,n,reporter,none,
2874,106231369943891969,267508000,y,self-disclosure,physical,y,victim,none,@WilliamKuecker haha hey! I love our friendship because I love being bullied/corrected/punched in the face...wait what?
2875,107152829654896640,230805138,n,,,,,,Aim vo faze meu cartaz do BULLYING #artes
2876,100290375868096512,299899889,n,,,,,,
